ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;salas_lançamento;maximo_salas_ocupadas;publico_acumulado;renda_acumulada
2014;Getúlio;Ficção;Brasil, Portugal;Brasileiros;01/05/2014;Copacabana Filmes;177;177;508901;6447968.11
2014;O Espelho;Ficção;Estados Unidos;Estrangeiros;03/07/2014;Playarte;177;177;151639;1923894.57
2010;Muita calma nessa hora;Ficção;Brasil;Brasileiros;12/11/2010;Europa/RioFilme;176;176;1485498;12832975.18
2015;Minúsculos - O Filme;Animação;França, Bélgica;Estrangeiros;22/01/2015;Paris;176;176;74745;969794.19
2017;Os Saltimbancos Trapalhões - Rumo a Hollywood;Ficção;Brasil;Brasileiros;19/01/2017;Downtown/Paris;176;176;95129;1152692.37
2009;Bastardos Inglórios;Ficção;Estados Unidos;Estrangeiros;09/10/2009;Universal;175;175;900001;8922862
2010;Uma noite fora de série;Ficção;Estados Unidos;Estrangeiros;09/04/2010;Fox;175;175;714193;6610999
2011;Cisne Negro;Ficção;Estados Unidos;Estrangeiros;05/02/2011;Fox;175;175;1455823;14354733.74
2012;O Que Esperar Quando Você Está Esperando;Ficção;Estados Unidos;Estrangeiros;03/08/2012;Universal;175;175;451672;4869935
2017;A Cura;Ficção;Alemanha, Estados Unidos;Estrangeiros;16/02/2017;Fox;175;175;106245;1472585
2010;Simplesmente complicado;Ficção;Estados Unidos;Estrangeiros;26/02/2010;Universal;174;174;844439;8113648
2017;Gostosas, Lindas e Sexies;Ficção;Brasil;Brasileiros;20/04/2017;Downtown/Paris;174;174;85063;1189017.34
2009;A Proposta;Ficção;Estados Unidos;Estrangeiros;10/07/2009;Sony;173;173;1460499;13119561.5
2010;Dupla implacável;Ficção;França;Estrangeiros;09/04/2010;Playarte;172;172;258715;2279508.6
2012;Reis e Ratos;Ficção;Brasil;Brasileiros;17/02/2012;Warner;172;172;128396;1239304
2016;Galinha Pintadinha Mini na Telona;Animação;Brasil;Brasileiros;01/12/2016;Flix Media;172;172;24832;358359.07
2010;O Fada do Dente;Ficção;Estados Unidos;Estrangeiros;22/01/2010;Fox;171;171;1197161;9201882
2010;Um Olhar do Paraíso;Ficção;Estados Unidos;Estrangeiros;19/02/2010;Paramount;171;171;327363;2919161
2013;Caça aos Gângsteres;Ficção;Estados Unidos;Estrangeiros;01/02/2013;Warner;171;171;187072;2047478
2014;Transcendence – A Revolução;Ficção;Reino Unido, Estados Unidos, China;Estrangeiros;19/06/2014;Diamond Films do Brasil;171;171;300356;3904643.94
2015;Corrente do mal;Ficção;Estados Unidos;Estrangeiros;27/08/2015;Califórnia;171;171;75470;919642.67
2009;Planeta 51;Animação;Espanha, Reino Unido;Estrangeiros;27/11/2009;Imagem;170;170;558463;3950989.13
2011;Onde está a felicidade?;Ficção;Brasil;Brasileiros;19/08/2011;Fox;170;170;181680;1643220.39
2012;Anderson Silva: Como Água;Documentário;Estados Unidos;Estrangeiros;16/03/2012;Califórnia;170;170;66741;662100.4
2015;The Last Naruto: O Filme;Animação;Japão;Estrangeiros;28/05/2015;Playarte;170;170;67437;798674.25
2009;A Verdade Nua e Crua;Ficção;Estados Unidos;Estrangeiros;18/09/2009;Sony;168;168;1474442;13200367
2012;Protegendo o Inimigo;Ficção;Estados Unidos;Estrangeiros;16/03/2012;Universal;168;168;311322;3412455
2013;O Voo;Ficção;Estados Unidos;Estrangeiros;08/02/2013;Paramount;168;168;551991;6793308
2009;Jean Charles;Ficção;Brasil;Brasileiros;26/06/2009;Imagem;167;167;294231;2454006.02
2010;Atividade paranormal 2;Ficção;Estados Unidos;Estrangeiros;22/10/2010;Paramount;167;167;792338;7061337
2010;Predadores;Ficção;Estados Unidos;Estrangeiros;23/07/2010;Fox;167;167;406029;3574161
2009;Encontro de Casais;Ficção;Estados Unidos;Estrangeiros;25/12/2009;Universal;166;166;718929;6450412
2010;A suprema felicidade;Ficção;Brasil;Brasileiros;29/10/2010;Paramount;166;166;219472;2121215
2016;Invasão de Privacidade;Ficção;Estados Unidos, França, Irlanda;Estrangeiros;10/11/2016;Imagem;166;166;120970;1775990.04
2017;De Volta para Casa (2017);Ficção;Estados Unidos;Estrangeiros;19/10/2017;H2O Films;166;166;46581;774517.58
2009;Anjos da Noite - A Rebelião;Ficção;Estados Unidos;Estrangeiros;17/04/2009;Sony;165;165;380302;3206656
2010;Amor sem Escalas;Ficção;Estados Unidos;Estrangeiros;22/01/2010;Paramount;164;164;829184;8073761
2011;Noite de ano novo;Ficção;Estados Unidos;Estrangeiros;09/12/2011;Warner;164;164;411602;4127360
2009;Noivas em Guerra;Ficção;Estados Unidos;Estrangeiros;06/02/2009;Fox;162;162;443250;3730047
2009;Sexta-Feira 13;Ficção;Estados Unidos;Estrangeiros;13/02/2009;Paramount;162;162;268849;2267420
2010;A rede social;Ficção;Estados Unidos;Estrangeiros;03/12/2010;Sony;162;162;908049;8919863.41
2011;O discurso do rei;Ficção;Austrália, Estados Unidos, Reino Unido;Estrangeiros;11/02/2011;Paris;162;162;1104322;11348042.94
2013;O grande Gatsby;Ficção;Estados Unidos;Estrangeiros;07/06/2013;Warner;162;162;313095;4798127
2013;Como Não Perder Essa Mulher;Ficção;Estados Unidos;Estrangeiros;06/12/2013;Imagem;162;162;148756;1763901.06
2016;Herança de sangue;Ficção;França;Estrangeiros;08/09/2016;Califórnia;162;162;62435;856037.07
2016;Mente Criminosa;Ficção;Estados Unidos, Reino Unido;Estrangeiros;14/04/2016;Califórnia;161;161;57543;918464.72
2009;Coraline e o Mundo Secreto;Animação;Estados Unidos;Estrangeiros;13/02/2009;Universal;160;160;304478;2869673
2011;O filme dos espíritos;Ficção;Brasil;Brasileiros;07/10/2011;Paris;160;160;320489;3092649.38
2015;Expresso do amanhã;Ficção;Estados Unidos;Estrangeiros;27/08/2015;Playarte;160;160;76665;1037397.66
2015;A Entrevista;Ficção;Estados Unidos;Estrangeiros;29/01/2015;Sony;159;159;116670;1450405.66
2010;Idas e Vindas do Amor;Ficção;Estados Unidos;Estrangeiros;19/02/2010;Warner;158;158;863445;7612165
2011;Missão madrinha de casamento;Ficção;Estados Unidos;Estrangeiros;23/09/2011;Universal;158;158;131571;1284926
2015;Um Santo Vizinho;Ficção;Estados Unidos;Estrangeiros;19/02/2015;Paris;158;158;96570;1325116.37
2010;O Bem amado;Ficção;Brasil;Brasileiros;23/07/2010;Sony;157;157;955393;8393618.86
2011;Os especialistas;Ficção;Austrália, Estados Unidos;Estrangeiros;02/12/2011;Imagem;157;157;367714;3600283.3
2011;A casa dos sonhos;Ficção;Estados Unidos;Estrangeiros;04/11/2011;Warner;157;157;275780;2586955
2015;A Força;Ficção;Estados Unidos;Estrangeiros;23/07/2015;Warner;157;157;286661;2562921
2011;Eu queria ter a sua vida;Ficção;Estados Unidos;Estrangeiros;07/10/2011;Universal;156;156;298186;2958096
2012;Poder Sem Limites;Ficção;Estados Unidos;Estrangeiros;02/03/2012;Fox;156;156;207529;2041145.69
2013;Lincoln;Ficção;Estados Unidos;Estrangeiros;25/01/2013;Fox;156;156;793939;9868301
2013;O Conselheiro do Crime;Ficção;Estados Unidos, Reino Unido;Estrangeiros;25/10/2013;Fox;156;156;246379;3147292
2009;Dragonball Evolution;Ficção;Estados Unidos;Estrangeiros;10/04/2009;Fox;155;155;482895;3664655
2010;O Fim da Escuridão;Ficção;Estados Unidos;Estrangeiros;29/01/2010;Imagem;155;155;452734;4067934.29
2010;Lembranças;Ficção;Estados Unidos;Estrangeiros;12/03/2010;Paris;155;155;428999;3436359.67
2014;Walt nos Bastidores de Mary Poppins;Ficção;Austrália, Estados Unidos, Reino Unido;Estrangeiros;07/03/2014;Disney;155;155;46933;816004
2011;Família Vende Tudo;Ficção;Brasil;Brasileiros;30/09/2011;Playarte;154;154;112116;1009124.29
2012;Katy Perry: Part of Me;Documentário;Estados Unidos;Estrangeiros;03/08/2012;Paramount;154;154;150755;2054259
2013;A Busca;Ficção;Brasil;Brasileiros;15/03/2013;Downtown/Paris/RioFilme;154;154;352914;3686889.75
2013;A família;Ficção;Estados Unidos, França;Estrangeiros;20/09/2013;Paris;154;154;158583;2049872.43
2013;Alvo duplo;Ficção;Estados Unidos;Estrangeiros;12/04/2013;Imagem;154;154;77120;822807.34
2009;Surpresas do Amor;Ficção;Estados Unidos;Estrangeiros;23/01/2009;Playarte;153;153;257960;2184983.64
2010;Wall Street: o dinheiro nunca dorme;Ficção;Estados Unidos;Estrangeiros;24/09/2010;Fox;153;153;387320;4098051
2011;Bravura indômita;Ficção;Estados Unidos;Estrangeiros;11/02/2011;Paramount;153;153;367659;3566347
2012;Totalmente inocentes;Ficção;Brasil;Brasileiros;07/09/2012;Downtown/Paris/RioFilme;153;153;523577;5372762.07
2017;Como se tornar um conquistador;Ficção;Estados Unidos;Estrangeiros;27/07/2017;Paris;153;153;24633;382835.3
2009;Sim Senhor;Ficção;Estados Unidos;Estrangeiros;31/01/2009;Warner;152;152;1376092;11546965
2010;A hora do pesadelo;Ficção;Estados Unidos;Estrangeiros;08/05/2010;Warner;151;151;336080;2831294
2010;As melhores coisas do mundo;Ficção;Brasil;Brasileiros;16/04/2010;Warner/RioFilme;151;151;300165;2257084
2011;Passe livre;Ficção;Estados Unidos;Estrangeiros;11/03/2011;Warner;151;151;226808;2069809
2014;Trapaça;Ficção;Estados Unidos;Estrangeiros;07/02/2014;Sony;151;151;633395;8978771.34
2016;Tirando o atraso;Ficção;Estados Unidos;Estrangeiros;04/02/2016;Diamond Films do Brasil;151;151;82757;1102559.14
2011;O ritual;Ficção;Estados Unidos;Estrangeiros;11/02/2011;Warner;150;150;720890;6448231
2013;A Fuga;Ficção;Estados Unidos;Estrangeiros;15/03/2013;Playarte;150;150;99473;1078200.61
2013;Um porto seguro;Ficção;Estados Unidos;Estrangeiros;19/04/2013;Imagem;149;149;120318;1403094.77
2012;Os Descendentes;Ficção;Estados Unidos;Estrangeiros;27/01/2012;Fox;148;148;592235;6807417.9
2012;Como Agarrar meu Ex-Namorado;Ficção;Estados Unidos;Estrangeiros;13/04/2012;Playarte;148;148;313007;3136305.07
2014;Os Muppets 2 – Procurados e Amados;Ficção;Estados Unidos;Estrangeiros;26/06/2014;Disney;148;148;61425;631498
2016;Os Caça-noivas;Ficção;Estados Unidos;Estrangeiros;28/07/2016;Fox;148;148;105985;1512501
2017;Na mira do atirador;Ficção;Estados Unidos;Estrangeiros;24/08/2017;H2O Films;148;148;33365;561748.54
2009;Dezessete Outra Vez;Ficção;Estados Unidos;Estrangeiros;10/07/2009;Playarte;147;147;329512;2546999.73
2012;Um Divã Para Dois;Ficção;Estados Unidos;Estrangeiros;17/08/2012;Imagem;147;147;590803;7205690.86
2014;Será Que?;Ficção;Canadá, Irlanda;Estrangeiros;25/09/2014;Diamond Films do Brasil;147;147;47678;587231.44
2015;Ricki and the Flash - De volta pra casa;Ficção;Estados Unidos;Estrangeiros;03/09/2015;Sony;147;147;118665;2102954.62
2012;Quatro Amigas e um Casamento;Ficção;Estados Unidos;Estrangeiros;07/12/2012;Imagem;146;146;137834;1499056.28
2014;Um Milhão de Maneiras de Pegar na Pistola;Ficção;Estados Unidos;Estrangeiros;18/09/2014;H2O Films;146;146;51587;600726.52
2009;Ele não Está tão Afim;Ficção;Estados Unidos;Estrangeiros;27/03/2009;Playarte;145;145;834552;7651193.86
2009;Besouro;Ficção;Brasil;Brasileiros;30/10/2009;Sony;145;145;492659;3803835.75
2016;O Maior Amor do Mundo;Ficção;Estados Unidos;Estrangeiros;05/05/2016;Imagem;145;145;176083;3032533.45
2016;Zoolander 2;Ficção;Estados Unidos;Estrangeiros;03/03/2016;Paramount;145;145;34715;451396
2011;Sexo sem Compromisso;Ficção;Estados Unidos;Estrangeiros;18/03/2011;Paramount;144;144;569655;5557845
2011;Contágio;Ficção;Arábia Saudita, Estados Unidos;Estrangeiros;28/10/2011;Warner;143;143;475820;4947484
2012;Chernobyl;Ficção;Estados Unidos;Estrangeiros;20/07/2012;Paris;143;143;256713;2638412.52
2013;Os Miseráveis;Ficção;Estados Unidos;Estrangeiros;01/02/2013;Universal;143;143;794495;9753321
2014;Irmã Dulce;Ficção;Brasil;Brasileiros;13/11/2014;Downtown/Paris;143;143;205157;2373703.61
2015;A esperança é a última que morre;Ficção;Brasil;Brasileiros;03/09/2015;Downtown/Paris;143;143;107590;1427955.29
2010;Plano B;Ficção;Estados Unidos;Estrangeiros;11/06/2010;Sony;142;142;660838;6156605.25
2015;A Possessão do Mal;Ficção;Estados Unidos;Estrangeiros;01/10/2015;Playarte;142;142;97758;1296347.23
2009;Matadores de Vampiras Lésbicas;Ficção;Inglaterra;Estrangeiros;30/10/2009;Imagem;141;141;125093;1077350.23
2013;Colegas;Ficção;Brasil;Brasileiros;01/03/2013;Europa;141;141;163624;1721553.23
2015;Depois de Tudo;Ficção;Brasil;Brasileiros;05/11/2015;Imagem;141;141;21768;282661.93
2016;A Bruxa;Ficção;Canadá, Estados Unidos;Estrangeiros;03/03/2016;Universal;141;141;690836;9354105.49
2010;Caso 39;Ficção;Canadá, Estados Unidos;Estrangeiros;09/04/2010;Paramount;140;140;205927;1808762
2013;É o fim;Ficção;Estados Unidos;Estrangeiros;11/10/2013;Sony;140;140;159657;1612596.75
2013;Chamada de emergência;Ficção;Estados Unidos;Estrangeiros;12/04/2013;Diamond Films do Brasil;140;140;101358;1265186.62
2016;Martyrs;Ficção;Estados Unidos;Estrangeiros;05/05/2016;Califórnia;140;140;43560;595362.89
2009;Evocando Espíritos;Ficção;Canadá, Estados Unidos;Estrangeiros;17/04/2009;Imagem;139;139;377765;3285677.07
2009;Pagando Bem que Mal Tem?;Ficção;Estados Unidos;Estrangeiros;21/03/2009;Imagem;139;139;206277;1688575.44
2012;E a Vida Continua;Ficção;Brasil;Brasileiros;14/09/2012;Paris;139;139;370842;3880872.74
2014;O Físico;Ficção;Alemanha;Estrangeiros;09/10/2014;Imagem;139;139;95600;1322920.04
2009;Te Amarei para Sempre;Ficção;Estados Unidos;Estrangeiros;16/10/2009;Playarte;138;138;283378;2487927.32
2009;9 - A Salvação;Animação;Estados Unidos;Estrangeiros;09/10/2009;Playarte;138;138;121648;1018796.44
2017;Z - A Cidade Perdida;Ficção;Estados Unidos;Estrangeiros;01/06/2017;Imagem;138;138;36886;603430.14
2009;Divã;Ficção;Brasil;Brasileiros;17/04/2009;Downtown/RioFilme;137;137;1866403;16497260.61
2009;Dia dos Namorados Macabro 3D;Ficção;Estados Unidos;Estrangeiros;14/03/2009;Playarte;137;137;251429;2555728.19
2010;Caçador de recompensas;Ficção;Estados Unidos;Estrangeiros;16/04/2010;Sony;136;136;627092;5785284.25
2013;Vovô sem Vergonha;Ficção;Estados Unidos;Estrangeiros;29/11/2013;Paramount;136;136;453400;5026521
2016;A Maldição da Floresta;Ficção;Irlanda, Reino Unido;Estrangeiros;06/10/2016;Playarte;136;136;91775;1262429.32
2013;O casamento do ano;Ficção;Estados Unidos;Estrangeiros;31/08/2013;Imagem;135;135;174335;2224473.8
2013;Amanhecer violento;Ficção;Estados Unidos;Estrangeiros;01/03/2013;Imagem;135;135;89261;909190.2
2017;A comédia divina;Ficção;Brasil;Brasileiros;19/10/2017;Imagem;135;135;45875;653289.31
2011;Desenrola;Ficção;Brasil;Brasileiros;14/01/2011;Downtown/RioFilme;134;134;331423;2673784.14
2012;360°;Ficção;Áustria, Brasil, França, Reino Unido;Estrangeiros;17/08/2012;Paris;134;134;145004;1698685.32
2014;Justin Bieber's Believe;Documentário;Estados Unidos;Estrangeiros;28/02/2014;Diamond Films do Brasil;134;134;83077;966799.26
2015;O Garoto da Casa ao Lado;Ficção;Estados Unidos;Estrangeiros;26/03/2015;Universal;134;134;77108;986769.76
2009;Um Hotel Bom pra Cachorro;Ficção;Estados Unidos, Alemanha;Estrangeiros;20/02/2009;Paramount;133;133;510608;3865896
2010;Skyline - a invasão;Ficção;Estados Unidos;Estrangeiros;03/12/2010;Playarte;133;133;203309;1798475.04
2014;De repente pai;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Disney;133;133;139500;1582686
2017;Até o Último Homem;Ficção;Austrália, Estados Unidos;Estrangeiros;26/01/2017;Diamond Films do Brasil;133;133;271731;4894565.29
2009;Código de Conduta;Ficção;Estados Unidos;Estrangeiros;06/11/2009;Imagem;132;132;395993;3570435.98
2009;Eu Odeio o Dia dos Namorados;Ficção;Estados Unidos;Estrangeiros;24/04/2009;Playarte;132;132;185663;1633991.08
2013;Aposta máxima;Ficção;Estados Unidos;Estrangeiros;04/10/2013;Fox;132;132;208632;2658176
2013;Linha de ação;Ficção;Estados Unidos;Estrangeiros;15/03/2013;Imagem;132;132;131423;1721543.6
2015;Sob o Mesmo Céu;Ficção;Estados Unidos;Estrangeiros;11/06/2015;Fox;132;132;91945;1478266
2017;O Dia do Atentado;Ficção;Estados Unidos;Estrangeiros;11/05/2017;Paris;132;132;64504;1203700.89
2011;Amor a toda prova;Ficção;Estados Unidos;Estrangeiros;26/08/2011;Warner;131;131;294698;2998201
2016;Virei um gato;Ficção;China, França;Estrangeiros;08/09/2016;Diamond Films do Brasil;131;131;36555;458669.83
2017;Paixão Obsessiva;Ficção;Estados Unidos;Estrangeiros;20/04/2017;Warner;131;131;52676;857309
2009;O Corajoso Ratinho Despereaux;Animação;Estados Unidos, Reino Unido;Estrangeiros;16/01/2009;Universal;130;130;249227;1846456
2011;Água para elefantes;Ficção;Estados Unidos;Estrangeiros;29/04/2011;Fox;130;130;212937;2103750.85
2014;O Melhor de Mim;Ficção;Estados Unidos;Estrangeiros;30/10/2014;Imagem;130;130;118073;1468263.21
2014;November Man - Um Espião Nunca Morre;Ficção;Estados Unidos;Estrangeiros;06/11/2014;Playarte;130;130;76221;964835.77
2015;Uma Longa Jornada;Ficção;Estados Unidos;Estrangeiros;30/04/2015;Fox;130;130;119586;1683757
2016;Visões do Passado;Ficção;Austrália;Estrangeiros;31/03/2016;Playarte;130;130;37326;553206.8
2009;Verônica;Ficção;Brasil;Brasileiros;06/02/2009;Europa;129;129;103905;740059.02
2012;31 minutos – O filme;Ficção;Brasil;Brasileiros;03/08/2012;H2O Films/RioFilme;129;129;59052;428958.47
2017;Os guardiões;Ficção;Rússia;Estrangeiros;31/08/2017;Paris;129;129;58127;770722.7
2010;O amor acontece;Ficção;Estados Unidos;Estrangeiros;05/03/2010;Playarte;128;128;234380;2077909.39
2012;12 Horas;Ficção;Estados Unidos;Estrangeiros;13/04/2012;Paris;128;128;158642;1661088.24
2014;O Inventor de Jogos;Ficção;Argentina;Estrangeiros;09/10/2014;Disney;128;128;55969;746409
2016;Apaixonados - O filme;Ficção;Brasil;Brasileiros;03/03/2016;H2O Films;128;128;26445;338752.2
2017;Pokémon O Filme: Eu Escolho Você!;Animação;Japão;Estrangeiros;05/11/2017;Cinecolor do Brasil;128;128;43813;716260.14
2011;Meia-noite em Paris;Ficção;Espanha, Estados Unidos;Estrangeiros;17/06/2011;Paris;127;127;1164523;13207863.81
2012;A Dama de Ferro;Ficção;Reino Unido;Estrangeiros;17/02/2012;Paris;127;127;670274;7921974.18
2016;A Última Premonição;Ficção;Estados Unidos;Estrangeiros;14/07/2016;Playarte;127;127;74108;1006575.52
2016;A escolha;Ficção;Estados Unidos;Estrangeiros;04/02/2016;Paris;127;127;69074;985848.53
2017;Despedida em Grande Estilo;Ficção;Estados Unidos;Estrangeiros;06/04/2017;Warner;127;127;131258;2330512
2017;O Espaço entre Nós;Ficção;Estados Unidos;Estrangeiros;30/03/2017;Diamond Films do Brasil;127;127;43875;590386.83
2010;Os vampiros que se mordam;Ficção;Estados Unidos;Estrangeiros;01/10/2010;Fox;126;126;475781;3910553
2011;O preço do amanhã;Ficção;Estados Unidos;Estrangeiros;04/11/2011;Fox;126;126;424880;4104542.38
2013;Minhocas;Animação;Brasil;Brasileiros;20/12/2013;Fox;126;126;163029;1614912
2014;Causa e Efeito;Ficção;Brasil;Brasileiros;03/07/2014;Downtown/Paris;126;126;83413;983325.25
2014;Amor sem Fim;Ficção;Estados Unidos;Estrangeiros;12/06/2014;H2O Films;126;126;12228;151140.43
2009;Minhas Adoráveis Ex-Namoradas;Ficção;Estados Unidos;Estrangeiros;11/06/2009;Playarte;124;124;405762;3767962.39
2010;Cartas para Julieta;Ficção;Estados Unidos;Estrangeiros;11/06/2010;Paris;124;124;344521;3299864.91
2011;O vencedor;Ficção;Estados Unidos;Estrangeiros;04/02/2011;Imagem;124;124;173878;1710470.27
2017;Como nossos pais;Ficção;Brasil;Brasileiros;31/08/2017;Imovision;124;124;206893;3510304.99
2009;Marido por Acaso;Ficção;Estados Unidos;Estrangeiros;07/08/2009;Playarte;123;123;227564;2034325
2013;Finalmente 18!;Ficção;Estados Unidos;Estrangeiros;17/05/2013;Imagem;123;123;186073;1903975.2
2014;Ajuste de contas;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Warner;123;123;110570;1372539
2016;Voando Alto;Ficção;Alemanha, Estados Unidos, Reino Unido;Estrangeiros;31/03/2016;Fox;123;123;24590;381842
2017;Roda gigante;Ficção;Estados Unidos;Estrangeiros;28/12/2017;Imagem;123;123;63168;1223418.08
2009;O Grilo Feliz e os Insetos Gigantes;Animação;Brasil;Brasileiros;09/01/2009;Fox;122;122;370466;1952806.17
2011;Sem Limites;Ficção;Estados Unidos;Estrangeiros;25/03/2011;Imagem;122;122;296397;3082199.12
2010;72 horas;Ficção;Estados Unidos;Estrangeiros;24/12/2010;Imagem;121;121;447090;4320070.16
2011;Vovó...Zona 3: Tal pai, tal filho;Ficção;Estados Unidos;Estrangeiros;05/03/2011;Fox;121;121;602224;5112625.17
2011;Não se preocupe, nada vai dar certo;Ficção;Brasil;Brasileiros;05/08/2011;Imagem;121;121;141213;1256209.11
2012;Rock of Ages: O filme;Ficção;Estados Unidos;Estrangeiros;24/08/2012;Warner;121;121;78798;867134
2009;Alma Perdida;Ficção;Estados Unidos;Estrangeiros;20/03/2009;Universal;120;120;219519;1809376
2009;Falando Grego;Ficção;Estados Unidos;Estrangeiros;12/09/2009;Imagem;120;120;171690;1486340.98
