ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;salas_lançamento;maximo_salas_ocupadas;publico_acumulado;renda_acumulada
2013;Ela Vai;Ficção;França;Estrangeiros;20/12/2013;Esfera Produções;7;7;51267;642927.63
2013;Eu, anna;Ficção;Alemanha, França, Reino Unido;Estrangeiros;13/09/2013;Imovision;7;7;17337;215706.87
2013;O sonho de Wadjda;Ficção;Alemanha, Arábia Saudita;Estrangeiros;03/05/2013;Imovision;7;7;14931;180310.76
2013;Eu e Você;Ficção;Itália;Estrangeiros;20/12/2013;Califórnia;7;7;12312;154233.81
2013;Bastardos;Ficção;Alemanha, França;Estrangeiros;18/10/2013;Imovision;7;7;11285;152881.53
2013;Anos incríveis;Ficção;França;Estrangeiros;20/09/2013;Alphaville Filmes;7;7;5061;63318.56
2013;Super Nada;Ficção;Brasil;Brasileiros;15/03/2013;Lume;7;7;2842;29434.12
2013;Paulo Moura - Alma Brasileira;Documentário;Brasil;Brasileiros;03/05/2013;Espaço Filmes/Videofilmes;7;7;2603;31127.04
2014;Pelo Malo;Ficção;Venezuela;Estrangeiros;17/04/2014;Esfera Produções;7;7;14747;184640.17
2014;Prenda-me;Ficção;França;Estrangeiros;20/03/2014;Esfera Produções;7;7;9624;126156.54
2014;Eles Voltam;Ficção;Brasil;Brasileiros;07/03/2014;Vitrine Filmes;7;7;5516;38663.75
2015;Em um Pátio de Paris;Ficção;França;Estrangeiros;26/03/2015;Alphaville Filmes;7;7;23438;300740.4
2015;Viver é Fácil com os Olhos Fechados;Ficção;Espanha;Estrangeiros;08/10/2015;Califórnia;7;7;17951;257761.8
2015;A História da Eternidade;Ficção;Brasil;Brasileiros;26/02/2015;ArtHouse;7;7;13061;114221.88
2015;O Diário da Esperança;Ficção;Alemanha, Áustria, França, Hungria;Estrangeiros;16/04/2015;Europa;7;7;8767;118377.45
2015;A festa de despedida;Ficção;Alemanha, Israel;Estrangeiros;17/09/2015;Imovision;7;7;7633;112957.63
2015;Pasolini;Ficção;Bélgica, França, Itália;Estrangeiros;05/11/2015;Imovision;7;7;6442;91492.4
2015;O Preço da Fama;Ficção;França;Estrangeiros;01/10/2015;Alphaville Filmes;7;7;6046;66213.76
2015;Os Últimos Cangaceiros;Documentário;Brasil;Brasileiros;28/05/2015;Imovision;7;7;4308;43907.16
2015;A terra e a sombra;Ficção;Brasil, Chile, Colômbia, França, Holanda;Estrangeiros;17/12/2015;Pandora;7;7;3341;38855.87
2015;Dromedário no Asfalto;Ficção;Brasil;Brasileiros;30/07/2015;Lança Filmes;7;7;2290;26107.01
2015;Em Três Atos;Ficção;Brasil;Brasileiros;10/12/2015;Imovision;7;7;2096;30777.17
2015;A Lei da Água;Documentário;Brasil;Brasileiros;14/05/2015;O2 Play;7;7;1645;35167.27
2015;A Nação que não Esperou por Deus;Documentário;Brasil, Portugal;Brasileiros;16/07/2015;Vitrine Filmes;7;7;1472;12119.59
2015;Passarinho lá de Nova Iorque;Documentário;Brasil;Brasileiros;03/12/2015;Nossa Distribuidora;7;7;60;637.25
2015;Aprendi a Jogar com Você;Documentário;Brasil;Brasileiros;03/12/2015;Nossa Distribuidora;7;7;49;704
2016;Cinco Graças;Ficção;Alemanha, França, Qatar, Turquia;Estrangeiros;21/01/2016;Alpha Filmes;7;7;21325;257765.78
2016;Nós ou Nada em Paris;Ficção;França;Estrangeiros;23/06/2016;Alpha Filmes;7;7;9194;129568.78
2016;Maravilhoso Boccaccio;Ficção;Itália;Estrangeiros;05/05/2016;Califórnia;7;7;7659;106222.09
2016;Incompreendida;Ficção;França, Itália;Estrangeiros;30/06/2016;Imovision;7;7;5059;80094.95
2016;Jovens, Loucos e Mais Rebeldes;Ficção;Estados Unidos;Estrangeiros;20/10/2016;Califórnia;7;7;3087;46794.4
2016;Doonby;Ficção;Estados Unidos, Irlanda;Estrangeiros;16/06/2016;Estação Luz Filmes;7;7;1912;21342.54
2016;O Monstro de Mil Cabeças;Ficção;México;Estrangeiros;04/08/2016;Alpha Filmes;7;7;1058;16165.61
2016;Maresia;Ficção;Brasil;Brasileiros;17/11/2016;E.H. Produções;7;7;891;10153.18
2016;O Mestre e o Divino;Documentário;Brasil;Brasileiros;17/11/2016;Livres Distribuidora;7;7;728;7703.95
2016;Os Sonhos de um Sonhador - A História de Frank Aguiar;Ficção;Brasil;Brasileiros;09/06/2016;Elite Filmes;7;7;567;6306.56
2017;Central - O filme;Documentário;Brasil;Brasileiros;30/03/2017;Panda Filmes;7;7;16408;240713.27
2017;O Jardim das Aflições;Documentário;Brasil;Brasileiros;01/06/2017;Josias Teófilo;7;7;14840;272691.71
2017;Más Notícias para o Sr. Mars;Ficção;Bélgica, França;Estrangeiros;18/05/2017;Imovision;7;7;5811;88368.78
2017;Shivá – Uma semana e um dia;Ficção;Israel;Estrangeiros;24/08/2017;Imovision;7;7;3901;63281.66
2017;Cartas da Guerra;Ficção;Portugal;Estrangeiros;13/07/2017;Imovision;7;7;3364;48335.05
2017;Mistério na Costa Chanel;Ficção;Alemanha, França;Estrangeiros;26/01/2017;Alpha Filmes/Pandora;7;7;2969;32533.65
2017;Barreiras;Ficção;Bélgica, Luxemburgo;Estrangeiros;23/11/2017;Pandora;7;7;2604;36751.87
2017;Eles só usam black tie;Ficção;África do Sul;Estrangeiros;16/03/2017;Fênix Filmes;7;7;775;7995.46
2017;Um Casamento;Documentário;Brasil;Brasileiros;18/05/2017;Pandora;7;7;424;4385.09
2017;Câmara de Espelhos;Documentário;Brasil;Brasileiros;30/11/2017;Inquieta Cultura e Comunicação;7;7;356;2962.35
2009;Paris;Ficção;França;Estrangeiros;03/07/2009;Pandora;6;6;63242;561382.68
2009;Aconteceu em Woodstock;Ficção;Estados Unidos;Estrangeiros;13/11/2009;Universal;6;6;34835;330641
2009;O Visitante;Ficção;Estados Unidos;Estrangeiros;13/03/2009;Moviemobz;6;6;26086;245193.25
2009;Sinédoque, Nova Iorque;Ficção;Estados Unidos;Estrangeiros;17/04/2009;Imagem;6;6;23516;214017.03
2009;A Festa da Menina Morta;Ficção;Brasil;Brasileiros;11/06/2009;Imovision;6;6;16414;131091.3
2009;Stella;Ficção;França;Estrangeiros;11/06/2009;Imovision;6;6;15396;134070.77
2009;Inimigo Publico Nº 1 - Instinto de Morte;Ficção;França;Estrangeiros;03/07/2009;Califórnia;6;6;14800;146203.72
2009;Rio Congelado;Ficção;Estados Unidos;Estrangeiros;20/02/2009;Sony;6;6;13184;106261
2009;O Milagre de Santa Luzia;Documentário;Brasil;Brasileiros;28/08/2009;Miração Filmes;6;6;6099;42103.75
2009;Contratempo - Uma Valsa da Dor;Documentário;Brasil;Brasileiros;13/02/2009;Videofilmes;6;6;2045;11098.75
2010;Um Homem Sério;Ficção;Estados Unidos;Estrangeiros;19/02/2010;Universal;6;6;51558;545987
2010;Tetro;Ficção;Estados Unidos;Estrangeiros;10/12/2010;Imovision;6;6;48483;481450.97
2010;O profeta;Ficção;França;Estrangeiros;18/06/2010;Sony;6;6;32079;293131.41
2010;O mundo imaginário do Dr. Parnassus;Ficção;França;Estrangeiros;07/05/2010;Sony;6;6;30029;282288.06
2010;Dzi Croquettes;Documentário;Brasil;Brasileiros;16/07/2010;Imovision;6;6;24348;230371.21
2010;Não, Minha Filha, Você Não Irá Dançar;Ficção;França;Estrangeiros;16/01/2010;Imovision;6;6;12018;101497
2010;Cyrus;Ficção;Estados Unidos;Estrangeiros;05/11/2010;Fox;6;6;10044;104366.7
2010;Os Estados Unidos contra John Lennon;Documentário;Estados Unidos;Estrangeiros;02/04/2010;Filmes da Mostra;6;6;9001;100451.89
2010;O bom coração;Ficção;Estados Unidos;Estrangeiros;24/12/2010;Imovision;6;6;4758;44286.5
2010;O Estudante (2010);Ficção;México;Estrangeiros;25/06/2010;Califórnia;6;6;4603;35376.7
2010;Pachamama;Documentário;Brasil;Brasileiros;26/02/2010;Videofilmes;6;6;4257;33585
2010;Mais que o máximo;Ficção;França;Estrangeiros;23/04/2010;Imovision;6;6;3036;32175.19
2011;Minhas tardes com Margueritte;Ficção;França;Estrangeiros;27/05/2011;Imovision;6;6;80511;859261.81
2011;Em um mundo melhor;Ficção;Dinamarca;Estrangeiros;11/03/2011;Califórnia;6;6;40987;428230.73
2011;O homem ao lado;Ficção;Argentina;Estrangeiros;20/05/2011;Imovision;6;6;36882;428190.66
2011;Margin Call – O dia antes do fim;Ficção;Estados Unidos;Estrangeiros;09/12/2011;Paris;6;6;25045;321910.34
2011;Tio Boonmee, que pode recordar suas vidas passadas;Ficção;Alemanha, Espanha, França, Holanda, Reino Unido, Tailândia;Estrangeiros;21/01/2011;Filmes da Mostra;6;6;20805;199343.5
2011;Borboletas negras;Ficção;África do Sul, Alemanha, Holanda;Estrangeiros;23/09/2011;Imovision;6;6;13228;135367.98
2011;Adeus, Primeiro Amor;Ficção;Alemanha, França;Estrangeiros;16/12/2011;Imovision;6;6;12958;141237.26
2011;No olho da rua;Ficção;Brasil;Brasileiros;13/05/2011;Leão Filmes;6;6;8141;13808.5
2011;Loup - uma amizade para sempre;Ficção;França;Estrangeiros;22/07/2011;Playarte;6;6;7367;68955.1
2011;Se não nós, quem?;Ficção;Alemanha;Estrangeiros;11/11/2011;Imovision;6;6;5994;61494.38
2011;A viagem de Lucia;Ficção;Argentina, Itália;Estrangeiros;02/09/2011;Ab Filmes;6;6;4284;39505.5
2011;Nana Caymmi em Rio Sonata;Documentário;Suíça;Estrangeiros;22/04/2011;Imovision;6;6;4262;32746.85
2011;Tarde demais;Ficção;Canadá, Estados Unidos;Estrangeiros;04/11/2011;Activity filmes;6;6;2070;16135.79
2011;Uma Incrível Aventura;Ficção;África do Sul, Reino Unido, Ruanda;Estrangeiros;16/12/2011;Playarte;6;6;1463;14793.04
2011;Estrada real da cachaça;Documentário;Brasil;Brasileiros;17/06/2011;Vitrine Filmes;6;6;1083;6788.5
2011;Chantal Akerman, de cá;Documentário;Brasil;Brasileiros;10/06/2011;Vitrine Filmes;6;6;237;1440.5
2012;Elles;Ficção;Alemanha, França, Polônia;Estrangeiros;20/07/2012;Imovision;6;6;26087;286019.28
2012;Era uma vez eu, Verônica;Ficção;Brasil;Brasileiros;15/11/2012;Imovision;6;6;20956;212485.09
2012;Meu Primeiro Casamento;Ficção;Argentina;Estrangeiros;16/03/2012;Serendip;6;6;9305;105729.54
2012;Histórias Que Só Existem Quando Lembradas;Ficção;Brasil;Brasileiros;06/07/2012;Vitrine Filmes;6;6;8824;81755.73
2012;Weekend;Ficção;Inglaterra;Estrangeiros;08/06/2012;Ab Filmes;6;6;7661;84157.3
2012;Uma Longa Viagem (2012);Documentário;Brasil;Brasileiros;11/05/2012;Vitrine Filmes;6;6;6769;63640.26
2012;Em nome de Deus;Ficção;Alemanha, Filipinas, França, Reino Unido;Estrangeiros;26/10/2012;Pandora;6;6;6197;56079.68
2012;As Flores de Kirkuk;Ficção;Iraque, Itália, Suíça;Estrangeiros;23/03/2012;Califórnia;6;6;4727;39955.5
2012;A Velha dos Fundos;Ficção;Argentina;Estrangeiros;15/06/2012;Panda Filmes;6;6;4648;40689
2012;Beaufort;Ficção;Israel;Estrangeiros;06/07/2012;Pandora;6;6;3385;36639.93
2012;Marcelo Yuka no Caminho das Setas;Documentário;Brasil;Brasileiros;30/11/2012;Tucumán;6;6;2546;14303.68
2012;Antônio Conselheiro – O taumaturgo dos sertões;Ficção;Brasil;Brasileiros;10/08/2012;VPC Cinemavídeo;6;6;1856;14074.5
2012;Bullying;Documentário;Estados Unidos;Estrangeiros;07/12/2012;Vinny filmes;6;6;646;6227.39
2012;Dia de Preto;Ficção;Brasil;Brasileiros;23/11/2012;Maxie Demian;6;6;283;2015
2013;Hannah Arendt;Ficção;Alemanha;Estrangeiros;05/07/2013;Esfera Produções;6;6;134055;1639070.9
2013;Renoir;Ficção;França;Estrangeiros;12/07/2013;Alphaville Filmes;6;6;33531;368150.24
2013;O Renascimento do Parto - O filme;Documentário;Brasil;Brasileiros;09/08/2013;Espaço Filmes;6;6;30127;328817.61
2013;Camille Claudel, 1915;Ficção;França;Estrangeiros;09/08/2013;Califórnia;6;6;19597;230862.65
2013;César deve morrer;Ficção;Itália;Estrangeiros;01/03/2013;Alphaville Filmes;6;6;13491;153883.81
2013;Sejam muito bem-vindos;Ficção;França;Estrangeiros;29/03/2013;Imovision;6;6;12011;143339.06
2013;A memória que me contam;Ficção;Brasil;Brasileiros;14/06/2013;Imovision;6;6;6204;68729.35
2013;Habi, A Estrangeira;Ficção;Brasil, Argentina;Brasileiros;15/11/2013;Videofilmes;6;6;5681;73132.6
2013;Salvo;Ficção;França, Itália;Estrangeiros;11/10/2013;H2O Films;6;6;4307;50541.37
2013;Filha de Ninguém;Ficção;Coréia do Sul;Estrangeiros;13/12/2013;Califórnia;6;6;3746;44169.41
2013;La Jaula de Oro;Ficção;México;Estrangeiros;06/12/2013;Cafco Filmes;6;6;3174;37559.55
2013;A Batalha do passinho;Documentário;Brasil;Brasileiros;11/10/2013;Cine Santa Teresa;6;6;2640;17781.5
2013;Fla x Flu - 40 Minutos antes do Nada;Documentário;Brasil;Brasileiros;25/10/2013;Elo Company;6;6;2591;35003.62
2013;Biblioteca pascal;Ficção;Hungria;Estrangeiros;13/09/2013;Tucumán;6;6;2573;27616.03
2013;O que se move;Ficção;Brasil;Brasileiros;10/05/2013;Lume;6;6;1975;22513.88
2013;Solidões;Ficção;Brasil;Brasileiros;01/11/2013;Oswaldo Montenegro Produções Artísticas;6;6;1971;29109.04
2013;A alma da gente;Documentário;Brasil;Brasileiros;23/08/2013;E.H. Produções;6;6;1646;17320.65
2013;A cidade é uma só?;Documentário;Brasil;Brasileiros;12/07/2013;Vitrine Filmes;6;6;1420;14269.78
2013;Eu respiro;Documentário;Dinamarca, Reino Unido;Estrangeiros;22/11/2013;Espaço Filmes;6;6;757;8389.26
2013;Coração do Brasil;Documentário;Brasil;Brasileiros;19/04/2013;Pandora;6;6;631;5815.14
2014;Amar, Beber e Cantar;Ficção;França;Estrangeiros;24/07/2014;Imovision;6;6;37139;505621.55
2014;O Crítico;Ficção;Argentina;Estrangeiros;25/12/2014;Esfera Produções;6;6;36820;431971.18
2014;Antes do Inverno;Ficção;França;Estrangeiros;12/06/2014;Alphaville Filmes;6;6;21845;256745.3
2014;Um Belo Domingo;Ficção;França;Estrangeiros;21/08/2014;Alphaville Filmes;6;6;6551;83590.49
2014;Florbela;Ficção;Portugal;Estrangeiros;01/05/2014;Imovision;6;6;5666;64158.65
2014;Apneia;Ficção;Brasil;Brasileiros;06/11/2014;Elo Company;6;6;5293;50672.71
2014;Jackie;Ficção;Holanda;Estrangeiros;24/04/2014;Cafco Filmes;6;6;2733;35858.19
2014;Insônia;Ficção;Brasil;Brasileiros;14/02/2014;Espaço Filmes;6;6;2079;25215.7
2014;Sobrevivi ao Holocausto;Documentário;Brasil;Brasileiros;21/08/2014;Downtown/Paris;6;6;1699;22981.07
2014;A História do Homem Henry Sobel;Documentário;Brasil;Brasileiros;11/09/2014;Espaço Filmes;6;6;1390;17411.55
2014;Setenta;Documentário;Brasil;Brasileiros;29/05/2014;Livres Distribuidora;6;6;1249;17330.87
2014;A Farra do Circo;Documentário;Brasil;Brasileiros;29/05/2014;ArtHouse;6;6;942;14199.54
2015;Numa escola de Havana;Ficção;Cuba;Estrangeiros;20/08/2015;Esfera Produções;6;6;28112;387996.74
2015;Os Árabes Também Dançam;Ficção;Alemanha, França, Israel;Estrangeiros;08/10/2015;Imovision;6;6;10279;157733.16
2015;Jauja;Ficção;Argentina;Estrangeiros;25/06/2015;Vitrine Filmes;6;6;6493;69393.3
2015;Território Do Brincar;Documentário;Brasil;Brasileiros;28/05/2015;Maria Farinha Filmes;6;6;5519;73782.88
2015;Um Sonho Intenso;Documentário;Brasil;Brasileiros;23/04/2015;Pansport;6;6;3449;37026.66
2015;As Memórias de Marnie;Animação;Japão;Estrangeiros;19/11/2015;Califórnia;6;6;2188;31740.31
2015;Relacionamento à Francesa;Ficção;França;Estrangeiros;03/12/2015;Tucumán;6;6;1310;14800.92
2015;Parcerias Eternas;Ficção;Estados Unidos;Estrangeiros;15/10/2015;Alpha Filmes;6;6;845;11519.01
2015;Quase Samba;Ficção;Brasil;Brasileiros;11/06/2015;Vitrine Filmes;6;6;613;4882
2015;Tudo por amor ao cinema;Documentário;Brasil;Brasileiros;30/07/2015;Nossa Distribuidora;6;6;602;8333
2015;Eduardo Coutinho, 7 de Outubro;Documentário;Brasil;Brasileiros;26/03/2015;Sesc;6;6;587;8884.83
2016;A comunidade;Ficção;Dinamarca, Holanda, Suécia;Estrangeiros;01/09/2016;Califórnia;6;6;20134;302216.97
2016;A Assassina;Ficção;China, França, Hong Kong, Taiwan;Estrangeiros;05/05/2016;Imovision;6;6;14603;218714.56
2016;É apenas o fim do mundo;Ficção;Canadá, França;Estrangeiros;24/11/2016;Califórnia;6;6;8469;120602.75
2016;Um Dia Perfeito;Ficção;Espanha;Estrangeiros;21/07/2016;Esfera Produções;6;6;6888;104866.77
2016;Belas Famílias;Ficção;França;Estrangeiros;22/09/2016;Pandora;6;6;5642;65865.04
2016;A Loucura entre Nós;Documentário;Brasil;Brasileiros;04/08/2016;Águas de Março Filmes;6;6;5190;64350.11
2016;A Garota de Fogo;Ficção;Espanha, França;Estrangeiros;31/03/2016;Esfera Produções;6;6;4335;60301.99
2016;Os Cavaleiros Brancos;Ficção;Bélgica, França;Estrangeiros;04/08/2016;Imovision;6;6;1688;25787.86
2016;Stonewall – Onde o orgulho começou;Ficção;Estados Unidos;Estrangeiros;29/09/2016;Elite Filmes;6;6;1640;23299.59
2016;Quando o dia chegar;Ficção;Dinamarca;Estrangeiros;10/11/2016;Califórnia;6;6;1218;14700.46
2016;Exilados do Vulcão;Ficção;Brasil;Brasileiros;28/04/2016;Livres Distribuidora;6;6;1208;10739.23
2016;O Futebol;Documentário;Brasil, Espanha;Estrangeiros;21/04/2016;Vitrine Filmes;6;6;580;7052.5
2016;O Signo das Tetas;Ficção;Brasil;Brasileiros;14/04/2016;Lume;6;6;373;4125.65
2017;Poesia sem Fim;Ficção;Chile, França;Estrangeiros;06/07/2017;Espaço Filmes;6;6;12716;210458.89
2017;Argentina;Documentário;Argentina, Espanha, França;Estrangeiros;06/04/2017;Imovision;6;6;10879;158704.02
2017;A Garota Desconhecida;Ficção;Bélgica, França;Estrangeiros;23/02/2017;Califórnia;6;6;10783;170364.52
2017;Fátima;Ficção;Canadá, França;Estrangeiros;16/03/2017;Imovision;6;6;10646;155478.42
2017;Assim que abro meus olhos;Ficção;Bélgica, França, Tunísia;Estrangeiros;12/01/2017;Supo Mungam Films;6;6;5224;71558.09
2017;O Grande Dia;Documentário;França;Estrangeiros;27/04/2017;Imovision;6;6;2813;43853.66
2017;Marguerite & Julien - um amor proibido;Ficção;França;Estrangeiros;09/02/2017;Alphaville Filmes;6;6;2089;25074.16
2017;Uma Dama de Óculos Escuros com uma Arma no Carro;Ficção;Bélgica, França;Estrangeiros;11/05/2017;Alphaville Filmes/Alpha Filmes;6;6;2055;27096.74
2017;O Novato;Ficção;França;Estrangeiros;20/04/2017;Bonfilm;6;6;1786;23707.19
2017;A ópera de Paris;Documentário;França, Suíça;Estrangeiros;28/12/2017;Imovision;6;6;1753;28919.59
2017;A Terra Vermelha;Ficção;Brasil, Argentina;Brasileiros;29/06/2017;Imovision;6;6;1621;23140.46
2017;Apesar da Noite;Ficção;Canadá, França;Estrangeiros;13/04/2017;Zeta Filmes;6;6;978;13493.73
2017;Maria - Não esqueça que eu venho dos trópicos;Documentário;Brasil;Brasileiros;16/11/2017;Pandora;6;6;913;12010.45
2017;A mulher que se foi;Ficção;Filipinas;Estrangeiros;04/05/2017;Zeta Filmes;6;6;798;9280.78
2017;A luta de Steve;Documentário;Estados Unidos;Estrangeiros;13/07/2017;Elite Filmes;6;6;744;10030.13
2017;Todas as cores da noite;Ficção;Brasil;Brasileiros;23/03/2017;Inquieta Cultura e Comunicação;6;6;706;6439
2017;Introdução à Música do Sangue;Ficção;Brasil;Brasileiros;29/06/2017;ArtHouse;6;6;634;6574.2
2017;Galeria F;Documentário;Brasil;Brasileiros;30/03/2017;Elo Company;6;6;569;5379.03
2017;Eu te levo;Ficção;Brasil;Brasileiros;30/03/2017;Pandora;6;6;472;5177.96
2017;Patti Cake$;Ficção;Estados Unidos;Estrangeiros;30/11/2017;RT Features;6;6;451;6700.2
2017;Bye bye Jaqueline;Ficção;Brasil;Brasileiros;28/12/2017;Lança Filmes;6;6;72;1050
2009;Horas de Verão;Ficção;França;Estrangeiros;03/07/2009;Filmes da Mostra;5;5;50144;429715.24
2009;Um Segredo em Família;Ficção;França;Estrangeiros;25/12/2009;Filmes do Estação;5;5;32667;307187.08
2009;Apenas o Fim;Ficção;Brasil;Brasileiros;11/06/2009;Filmes do Estação;5;5;24693;159035.5
2009;Bem-Vindo;Ficção;França;Estrangeiros;10/07/2009;Imovision;5;5;20667;168941.7
2009;Fados;Documentário;Espanha, Portugal;Estrangeiros;16/10/2009;Europa;5;5;14721;130560.16
2009;O Fantástico Senhor Raposo;Animação;Estados Unidos;Estrangeiros;04/12/2009;Fox;5;5;14558;113797
2009;W.;Ficção;Estados Unidos;Estrangeiros;10/04/2009;Filmes do Estação;5;5;12741;120724.6
2009;Vitus;Ficção;Suíça;Estrangeiros;06/03/2009;Filmes da Mostra;5;5;6030;48574.8
2009;Filmefobia;Ficção;Brasil;Brasileiros;30/04/2009;Polifilmes;5;5;5244;34555
2009;Garapa;Documentário;Brasil;Brasileiros;29/05/2009;Downtown;5;5;4701;34907.24
2009;Cinderelas, Lobos e um Príncipe Encantado;Documentário;Brasil;Brasileiros;18/05/2009;Pipa;5;5;3066;12004.5
2009;Polícia, Adjetivo;Ficção;Romênia;Estrangeiros;20/11/2009;Imovision;5;5;2681;24151.5
2009;Mataram Irmã Dorothy;Documentário;Estados Unidos;Estrangeiros;17/04/2009;Moviemobz;5;5;1199;10364.5
2009;Entre a Luz e a Sombra;Documentário;Brasil;Brasileiros;27/11/2009;Videofilmes;5;5;341;2603
2010;Abutres;Ficção;Argentina;Estrangeiros;03/12/2010;Paris;5;5;39619;377698.8
2010;Mademoiselle Chambon;Ficção;França;Estrangeiros;14/05/2010;Imovision;5;5;37177;343141.76
2010;Pecado da carne;Ficção;Israel;Estrangeiros;02/04/2010;Ab Filmes;5;5;24525;243955.38
2010;Mother - A Busca Pela Verdade;Ficção;Coréia do Sul;Estrangeiros;05/02/2010;Paris;5;5;12878;116146.7
2010;À Moda da Casa;Ficção;Espanha;Estrangeiros;15/01/2010;Pandora;5;5;12865;109191.5
2010;Patrick 1.5;Ficção;Suécia;Estrangeiros;18/06/2010;Ab Filmes;5;5;12305;110201.74
2010;Tulpan;Ficção;Alemanha;Estrangeiros;26/03/2010;Filmes da Mostra;5;5;8678;82315
2010;O estranho em mim;Ficção;Alemanha;Estrangeiros;06/08/2010;Filmes da Mostra;5;5;6454;58086.5
2010;Um homem que grita;Ficção;Chade;Estrangeiros;19/11/2010;Bonfilm;5;5;6352;51675.6
2010;Sentimento de culpa;Ficção;Estados Unidos;Estrangeiros;29/10/2010;Sony;5;5;4756;40345.45
2010;O sol do meio-dia;Ficção;Brasil;Brasileiros;01/10/2010;Pandora;5;5;3889;27540.09
2011;O primeiro que disse;Ficção;Itália;Estrangeiros;01/01/2011;Imovision;5;5;39011;419562.07
2011;A árvore do amor;Ficção;China;Estrangeiros;21/10/2011;Serendip;5;5;33057;341155.61
2011;Contracorrente;Ficção;Alemanha, Colômbia, França, Peru;Estrangeiros;08/04/2011;Ab Filmes;5;5;21938;223591.7
2011;Triângulo amoroso;Ficção;Alemanha;Estrangeiros;09/12/2011;Lume;5;5;21042;163121.9
2011;Mamute;Ficção;França;Estrangeiros;05/08/2011;Imovision;5;5;17488;174270.04
2011;Dieta mediterrânea;Ficção;Espanha;Estrangeiros;14/01/2011;Imovision;5;5;16182;163078.79
2011;Estranhos normais;Ficção;Itália;Estrangeiros;01/07/2011;Pandora;5;5;11367;102707.46
2011;Que mais posso querer;Ficção;Itália, Suíça;Estrangeiros;08/04/2011;Petrini;5;5;10296;93147.8
2011;Amores imaginários;Ficção;Canadá;Estrangeiros;18/11/2011;Ab Filmes;5;5;7538;80215.23
2011;Riscado;Ficção;Brasil;Brasileiros;09/09/2011;Filmes do Estação;5;5;4357;37717.05
2011;Natimorto;Ficção;Brasil;Brasileiros;29/04/2011;Camisa Treze;5;5;3194;33071.5
2011;O samba que mora em mim;Documentário;Brasil;Brasileiros;11/02/2011;Pandora;5;5;1886;16095.16
2011;Os monstros;Ficção;Brasil;Brasileiros;09/09/2011;Vitrine Filmes;5;5;428;2122.5
2011;Desassossego;Ficção;Brasil;Brasileiros;16/09/2011;Vitrine Filmes;5;5;358;1535
2011;A fuga da mulher gorila;Ficção;Brasil;Brasileiros;02/09/2011;Vitrine Filmes;5;5;353;1788.5
2012;A Vida de Outra Mulher;Ficção;Bélgica, França, Luxemburgo;Estrangeiros;17/08/2012;Imovision;5;5;32278;352439.52
2012;Bem Amadas;Ficção;França;Estrangeiros;13/07/2012;Imovision;5;5;28017;297952.52
2012;A Guerra Está Declarada;Ficção;França;Estrangeiros;06/01/2012;Imovision;5;5;13595;150001.11
2012;Laurence Anyways;Ficção;Canadá, França;Estrangeiros;02/11/2012;Imovision;5;5;4624;52083.3
2012;A Rebelião;Ficção;França;Estrangeiros;31/08/2012;Imovision;5;5;2871;33455.34
2012;Sagrado Segredo;Documentário;Brasil;Brasileiros;03/08/2012;Polifilmes /Asacine;5;5;499;4723.27
2013;Pais e Filhos;Ficção;Japão;Estrangeiros;20/12/2013;Imovision;5;5;25480;342371.81
2013;Preenchendo o vazio;Ficção;Israel;Estrangeiros;27/09/2013;Cafco Filmes;5;5;15003;180378.16
2013;O abismo prateado;Ficção;Brasil;Brasileiros;26/04/2013;Vitrine Filmes;5;5;11708;121264.63
2013;Las acacias;Ficção;Argentina, Espanha;Estrangeiros;06/09/2013;Vitrine Filmes;5;5;10322;77501.45
2013;Terra firme;Ficção;Itália;Estrangeiros;18/10/2013;Esfera Produções;5;5;9041;111676.8
2013;Mundo invisível;Ficção;Brasil;Brasileiros;07/06/2013;Imovision;5;5;2602;31137.24
2013;Cores;Ficção;Brasil;Brasileiros;10/05/2013;Pandora;5;5;2376;21972.6
2013;Repare Bem;Documentário;Brasil, Espanha;Brasileiros;23/08/2013;Instituto Via BR;5;5;1570;18524.9
2013;Doce Amianto;Ficção;Brasil;Brasileiros;29/11/2013;Vitrine Filmes;5;5;848;6253.57
2013;Simone;Ficção;Brasil;Brasileiros;06/12/2013;Tucumán;5;5;815;5909.28
2013;Mulheres africanas - A rede invisível;Documentário;Brasil;Brasileiros;08/03/2013;Cinevideo Produções;5;5;521;6178.5
2013;Fragmentos de Paixão;Documentário;Brasil;Brasileiros;11/10/2013;Grupo Storm;5;5;325;3178
2013;Noites de reis;Ficção;Brasil;Brasileiros;14/06/2013;E.H. Produções;5;5;316;3613.6
2014;7 Caixas;Ficção;Paraguai;Estrangeiros;24/04/2014;Tucumán;5;5;11216;130573.52
2014;Uma Família em Tóquio;Ficção;Japão;Estrangeiros;07/02/2014;Esfera Produções;5;5;9929;71667.12
2014;Instinto Materno;Ficção;Romênia;Estrangeiros;20/03/2014;Imovision;5;5;9344;119552.46
2014;O Casamento de May;Ficção;Estados Unidos, Jordânia, Qatar;Estrangeiros;14/08/2014;Imovision;5;5;6696;83908.05
2014;Walesa;Ficção;Polônia;Estrangeiros;29/05/2014;Esfera Produções;5;5;4505;57383.93
